# 42 個地圖區塊的字串表
# 機器產生，不要手改（tools/extract_strings.py）
blk:game1:0:1	\x0DEntering Quartz.\x0D
blk:game2:20:35	\x0DThe sign points left. The message says OTHER WAY OUT.\x0D
blk:game2:20:36	\x0DIn front of you is a floor to ceiling glass-steel wall. Beyond are the reactor controls.\x0D
blk:game2:20:37	\x0DThe wall has shattered into a thousand pieces! You were lucky and didn't get cut.\x0D
blk:game2:20:38	\x0DThis section is not working.\x0D
blk:game2:20:39	Intruder alert! Intruder alert!\x0D
blk:game2:20:40	A security robot attacks you from a hidden door.\x0D
blk:game2:20:41	This security robot doesn't like your snooping.\x0D
blk:game2:20:42	Security robots are climbing out of the walls.\x0D
blk:game2:20:43	The Giant Robot is so tall it touches the ceiling. You'll have to get rid of it if you want to get past.\x0D
blk:game2:20:44	\x0DThe bolt tightening equipment has grabbed you.\x0D
blk:game2:20:45	\x0DThe floor in front of you slowly opens and a Giant Robot rises up to block your path.\x0D
blk:game2:20:46	\x0DYou grabbed an overhead bar and swung off the belt.\x0D
blk:game2:20:47	\x0DYou are surrounded by the heat and flames of the welding machines.\x0D
blk:game2:20:48	\x0DOh No! you've been caught by the machine and pulled on to the belt.\x0D
blk:game2:20:49	\x0DOops! The repair machines thought you were a robot and have put you on the belt.\x0D
blk:game2:20:50	\x0DThe belt machinery is very delicate here.\x0D
blk:game2:20:51	\x0DThe conveyor belt sounds like it is destroying itself as it grinds to a halt.\x0D
blk:game2:20:52	\x0DAs you tried to jam the belt you got caught by the machine and pulled on to the belt.\x0D
blk:game2:20:53	\x0DThere are eleven light plates on the panel and several are lit.\x0D
blk:game2:20:54	\x0DOne of the light panels turned off.\x0D
blk:game2:20:55	\x0DAnother light panel has turned on.\x0D
blk:game2:20:56	\x0DA message on a screen reads Security Check Interval.\x0D
blk:game2:20:57	\x0DThe screen reads Interval Reduced.\x0D
blk:game2:20:58	\x0DThe screen reads Interval Increased.\x0D
blk:game2:20:59	\x0DYou see a gray oval with five light panels on it.\x0D
blk:game2:20:60	\x0DThe lights are now off.\x0D
blk:game2:20:61	\x0DThe lights are on.\x0D
blk:game2:20:62	\x0DThe fine print reads Cylinder Closing System.\x0D
blk:game2:20:63	\x0DYou see a square with all four corners lit up.\x0D
blk:game2:20:64	\x0DAll four corners are lit up.\x0D
blk:game2:20:65	\x0DAll four corners are now dark.\x0D
blk:game2:20:66	\x0DLittle pieces of door are all over the place.\x0D
blk:game2:20:67	\x0DThis door has been knocked over against the wall.\x0D
blk:game2:20:68	\x0DPieces of glass crunch underfoot.\x0D
blk:game2:20:69	\x0DOn the floor is an open container of U235.\x0D
blk:game2:20:70	\x0DThe floor is covered with Plutonium dust.\x0D
blk:game2:20:71	\x0DA pile of Wastelandium glows brightly here.\x0D
blk:game2:20:72	\x0DRead paragraph 47.\x0D
blk:game2:20:73	\x0DRead paragraph 79.\x0D
blk:game2:20:74	\x0DRead paragraph 130.\x0D
blk:game2:20:75	\x0DRead paragraph 118.\x0D
blk:game2:20:76	\x0DNo one but a SUPER genius would be able to understand the workings of this machine.\x0D
blk:game2:20:77	\x0DThis is a tall rectangle of metal and light fixtures.\x0D
blk:game2:20:78	\x0DMany lights and wires make up this electronic system.\x0D
blk:game2:20:79	\x0DYou hear several explosions in the background.\x0D
blk:game2:20:80	\x0DYou feel the earth shake from the explosions.\x0D
blk:game2:20:81	\x0DThis control panel is shorted out and smoking.\x0D
blk:game2:20:82	\x0DStation 
blk:game2:20:83	 activated. 
blk:game2:20:84	1
blk:game2:20:85	2
blk:game2:20:86	3
blk:game2:20:87	4
blk:game2:20:88	\x0DWaiting for final station lock.\x0D
blk:game2:20:89	\x0D
blk:game2:20:90	Press button to activate safety procedure #1342-666.\x0D
blk:game2:20:91	\x0D"Safety procedure #1342-666 activated." You hear a hissing sound followed by a loud slam. You turn around and notice that the panel behind you has been sealed shut.\x0D
blk:game2:20:92	B
blk:game2:20:93	Y
blk:game2:20:94	\x0D"Incorrect activation sequence. Procedure aborted." You hear a hissing sound as the panel behind you opens.\x0D
blk:game2:20:95	\x0DPhase 
blk:game2:20:96	Continue procedure.\x0D
blk:game2:20:97	\x0B attacks
blk:game2:20:98	\x0B fires
blk:game2:20:99	\x0B's gun lets fly
blk:game2:20:100	Energy blasts pulse from \x0B
blk:game2:20:101	\x0B empties a clip
blk:game2:20:102	\x0B hurls a handful of death
blk:game2:20:103	\x0B fires a rocket
blk:game2:20:104	hits \x0F 
blk:game2:20:105	 for 
blk:game2:20:106	nails \x0F 
blk:game2:20:107	\x0F 
blk:game2:20:108	 \x0Ais\x0Aare\x0A filled full of lead taking 
blk:game2:20:109	ignites \x0F 
blk:game2:20:110	blows a hole in \x0F 
blk:game2:20:111	immolates \x0F 
blk:game2:20:112	 but fail\x0As\x0A\x0A to inflict any damage
blk:game2:20:113	 drills 
blk:game2:20:114	 blazes away at 
blk:game2:20:115	 sprays 
blk:game2:20:116	 triggers a burst at 
blk:game2:20:117	 fries 
blk:game2:20:118	 toasts 
blk:game2:20:119	 and hits for 
blk:game2:20:120	 hammer\x0As\x0A\x0A 
blk:game2:20:121	 brutalize\x0As\x0A\x0A 
blk:game2:20:122	 claws 
blk:game2:20:123	 bashes 
blk:game2:20:124	 pounds at 
blk:game2:20:125	 rips into 
blk:game2:20:126	 and peppers \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:20:127	 and shreds \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:20:128	 leaving \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A in a ghastly pool of 30 weight on the floor
blk:game2:20:129	 disintegrating \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into a rain of silicon dust
blk:game2:21:1	\x07Dr. Jekyll's body shop. \x0D
blk:game2:21:2	\x07The Darwin general store.\x0D
blk:game2:21:3	\x07The Black Market.\x0D
blk:game2:21:4	\x07Darwin Branch Library.\x0D
blk:game2:21:5	\x0DSmack!\x0D
blk:game2:21:6	"Hey, you scumbags."\x0D
blk:game2:21:7	\x0DN-S 
blk:game2:21:8	E-W 
blk:game2:21:9	Sergent St.\x0D
blk:game2:21:10	Charles Ave.\x0D
blk:game2:21:11	Grand Ave.\x0D
blk:game2:21:12	Darwin Trail\x0D
blk:game2:21:13	Base Rd.\x0D
blk:game2:21:14	Old Nick Dr.\x0D
blk:game2:21:15	Robers Rd.\x0D
blk:game2:21:16	\x0DStay off the bar!\x0D
blk:game2:21:17	\x0DEntering Black Gilva Tavern.\x0D
blk:game2:21:18	"Drinks are $75 each. So, what'll it be?"\x0D\x0D\x11\x101) Long Island ice tea\x0D\x102) Kamikaze\x0D\x103) Corona\x0D\x104) Mike Mix\x0D
blk:game2:21:19	1
blk:game2:21:20	2
blk:game2:21:21	3
blk:game2:21:22	4
blk:game2:21:23	\x0DLeaving Darwin Village.\x0D
blk:game2:21:24	The bartender, Cecil, lingers, waiting to see if you want anything else.\x0D
blk:game2:21:25	CHAT
blk:game2:21:26	PLAGUE
blk:game2:21:27	ISOLATE
blk:game2:21:28	FINSTER
blk:game2:21:29	BASE
blk:game2:21:30	DRINK
blk:game2:21:31	\x0DEntering the Darwin general store.\x0D
blk:game2:21:32	\x0DEntering the Black Market.\x0D
blk:game2:21:33	\x0DEntering Dr. Jekyll's body shop. \x0D
blk:game2:21:34	\x0DEntering the Darwin Branch Library.\x0D
blk:game2:21:35	\x0DRead paragraph 146.\x0D
blk:game2:21:36	\x0D"Well, I don't know anything about that."\x0D
blk:game2:21:37	"Drinks are $10 each. So, what'll it be?"\x0D\x0D\x11\x101) Long Island ice tea\x0D\x102) Kamikaze\x0D\x103) Corona\x0D\x104) Mike Mix\x0D
blk:game2:21:38	"I think you should look into these problems at the base. What can I help you with?"\x0D
blk:game2:21:39	METAL MANIAC
blk:game2:21:40	BRIAN THE FIST
blk:game2:21:41	PASSWORD
blk:game2:21:42	\x0D"Sorry bud, we don't have that. Just what you see here."\x0D
blk:game2:21:43	\x0DRead paragraph 41.\x0D
blk:game2:21:44	\x0DRead paragraph 137.\x0D
blk:game2:21:45	\x0DRead paragraph 140.\x0D
blk:game2:21:46	\x0DRead paragraph 114.\x0D
blk:game2:21:47	\x0DRead paragraph 34.\x0D
blk:game2:21:48	\x0DRead paragraph 53.\x0D
blk:game2:21:49	\x0DRead paragraph 69.\x0D
blk:game2:21:50	\x0DRead paragraph 32.\x0D
blk:game2:21:51	\x0DThis man is delirious, sweat drips down his face with a flushed complexion.\x0D
blk:game2:21:52	\x0DYou help him to a swift recovery.\x0D
blk:game2:21:53	\x0DHe seems to be getting worse.\x0D
blk:game2:21:54	"Thank you for helping me. I would like to join you."\x0D
blk:game2:21:55	\x0D"Good day, mate."\x0D
blk:game2:21:56	\x0D"Let's go kick some ass!"\x0D
blk:game2:21:57	\x0DYou see two deathly ill men laying here.\x0D
blk:game2:21:58	\x0DSomething makes you think they're not ill as much as they've been poisoned.\x0D
blk:game2:21:59	"Gimme the password."\x0D
blk:game2:21:60	\x0D"Get outta here."\x0D
blk:game2:21:61	CRETIAN
blk:game2:21:62	\x0D"OK, you may pass."\x0D
blk:game2:21:63	"What are you guys doing back here? You better have the correct password this time."\x0D
blk:game2:21:64	\x0D"What was that?"\x0D
blk:game2:21:65	\x0D"That's not it."\x0D
blk:game2:21:66	"I'll teach you not to try and break in here."\x0D
blk:game2:21:67	\x0DThere is a workbench here with test tubes on it.\x0D
blk:game2:21:68	\x0DIt looks like you could use chemicals and fruit here to make some antitoxin.\x0D
blk:game2:21:69	\x0DThis is a workbench.\x0D
blk:game2:21:70	\x0DInteresting.\x0D
blk:game2:21:71	\x0DAh! What a genius you are.\x0D
blk:game2:21:72	\x0DThe Lab.\x0D
blk:game2:21:73	\x0DYou don't have enough money.\x0D
blk:game2:21:74	\x0DRead paragraph 121.\x0D
blk:game2:21:75	\x0DRead paragraph 11.\x0D
blk:game2:21:76	\x0DRead paragraph 88.\x0D
blk:game2:21:77	\x0DRead paragraph 80.\x0D
blk:game2:21:78	\x0B attacks
blk:game2:21:79	\x0B snaps a shot off
blk:game2:21:80	\x0B triggers a burst
blk:game2:21:81	Energy blasts pulse from \x0B
blk:game2:21:82	\x0B rips a clip
blk:game2:21:83	\x0B throws a deadly charge
blk:game2:21:84	\x0B ignites a rocket
blk:game2:21:85	hits \x0F 
blk:game2:21:86	 for 
blk:game2:21:87	hits \x0F 
blk:game2:21:88	\x0F 
blk:game2:21:89	 \x0Ais\x0Aare\x0A stitched full of bullets for 
blk:game2:21:90	vaporizes \x0F 
blk:game2:21:91	blows a hole in \x0F 
blk:game2:21:92	torches \x0F 
blk:game2:21:93	 but fail\x0As\x0A\x0A to inflict any damage
blk:game2:21:94	 drills 
blk:game2:21:95	 blazes away at 
blk:game2:21:96	 sprays 
blk:game2:21:97	 triggers a burst at 
blk:game2:21:98	 fries 
blk:game2:21:99	 toasts 
blk:game2:21:100	 and hits for 
blk:game2:21:101	 brutally pummel\x0As\x0A\x0A 
blk:game2:21:102	 hammer\x0As\x0A\x0A 
blk:game2:21:103	 mauls 
blk:game2:21:104	 bashes 
blk:game2:21:105	 rips into 
blk:game2:21:106	 pounces on 
blk:game2:21:107	 and rips \x0Ehim\x0Eher\x0Eit\x0E to shreds
blk:game2:21:108	 and peppers \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:21:109	 spraying \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into a fine red mist
blk:game2:21:110	 leaving \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A in a heap of unrecognizable gore
blk:game2:22:1	\x0DA titanium door with a slot in it blocks you.\x0D
blk:game2:22:2	\x0DThe door opens.\x0D
blk:game2:22:3	\x0DStill closed.\x0D
blk:game2:22:4	\x0DA steel balcony stops you. Beyond is Finster's mad vision of Earth transformed.\x0D
blk:game2:22:5	Elevator Control:\x0D\x0D\x11\x10Upper Level\x0D\x10Ground Level\x0D
blk:game2:22:6	U
blk:game2:22:7	\x0DThe steel walls look old.\x0D
blk:game2:22:8	\x0DThe walls are covered with 100 year old pictures.\x0D
blk:game2:22:9	\x0DFinster's office has many paintings.\x0D
blk:game2:22:10	\x0DFire-blackened walls surround the door way.\x0D
blk:game2:22:11	\x0DA broken door lays here.\x0D
blk:game2:22:12	\x0DOpen door.\x0D
blk:game2:22:13	G
blk:game2:22:14	L
blk:game2:22:15	Ground 
blk:game2:22:16	Upper 
blk:game2:22:17	Lower 
blk:game2:22:18	\x0DYou are on the 
blk:game2:22:19	Level.\x0D
blk:game2:22:20	A keyboard pops out, "Input security code."\x0D
blk:game2:22:21	PROTEUS
blk:game2:22:22	ACCESS DENIED.\x0D
blk:game2:22:23	\x0DThe door is made of steel bars.\x0D
blk:game2:22:24	\x0DA prisoner runs out crying, "Finster's a heartless android. He'll kill us if we try to leave!"\x0D
blk:game2:22:25	\x0DYou enter Finster's office. He rises to greet you. Read paragraph 14. He then leaves.\x0D
blk:game2:22:26	"No!" Finster shouts. "You meddlers! You freed them."\x0D
blk:game2:22:27	\x0DA slope of red rock makes this a tough climb.\x0D
blk:game2:22:28	\x0DYou made it.\x0D
blk:game2:22:29	\x0DYou slipped.\x0D
blk:game2:22:30	\x0DA sheer cliff blocks you.\x0D
blk:game2:22:31	\x0DA boulder is in your way.\x0D
blk:game2:22:32	\x0DA dead tree blocks you.\x0D
blk:game2:22:33	\x0DA steel door blocks you.\x0D
blk:game2:22:34	\x0DA steel door slides open.\x0D
blk:game2:22:35	\x0DA steel door slides shut behind you.\x0D
blk:game2:22:36	Ambush! Enemies pop up from every side!\x0D
blk:game2:22:37	A Spawnmaster whirls at you.\x0D
blk:game2:22:38	\x0DA small closed hatch is in the floor.\x0D
blk:game2:22:39	\x0DThe hatch has been sealed shut.\x0D
blk:game2:22:40	\x0DAs you open the hatch mutants attack.\x0D
blk:game2:22:41	\x0DIt sparks and smokes, blowing itself to pieces.\x0D
blk:game2:22:42	\x0DAn open hatch is in the floor.\x0D
blk:game2:22:43	\x0DOnly one person can fit here.\x0D
blk:game2:22:44	\x0DStay off the tables!\x0D
blk:game2:22:45	\x0DIt seems possible to connect to the Mindlink with an android's head.\x0D
blk:game2:22:46	\x0DThe android's head fits, turning the machine on. You put on the Cyber helmet.\x0D
blk:game2:22:47	\x0DYou must use an android's head to link with the machine.\x0D
blk:game2:22:48	\x0DYou blank your mind and picture a red/blue pattern.\x0D
blk:game2:22:49	\x0DYou do not know enough about cyborgs to link with the android's brain. You unhitch yourself.\x0D
blk:game2:22:50	\x0D\x0DThe real world fades from your sight.\x0D
blk:game2:22:51	\x0DThese are strong rock walls.\x0D
blk:game2:22:52	\x0DIt appears that no one lives here.\x0D
blk:game2:22:53	\x0DThis mess hall is clean.\x0D
blk:game2:22:54	\x0DThis kitchen has never been used.\x0D
blk:game2:22:55	\x0DYou see a machine with an android head and a cyber helmet.\x0D
blk:game2:22:56	\x0DYou are tied up and can't move.\x0D
blk:game2:22:57	\x0DYou untie yourself and your party.\x0D
blk:game2:22:58	\x0DYou see your party tied up and free them.\x0D
blk:game2:22:59	Elevator Control:\x0D\x0D\x11\x10Upper Level\x0D\x10Ground Level\x0D\x10Lower Level\x0D
blk:game2:22:60	\x0DThere is a balcony out of reach high above.\x0D
blk:game2:22:61	\x0B attacks
blk:game2:22:62	\x0B snaps a shot off
blk:game2:22:63	\x0B's gun spits lead
blk:game2:22:64	Bright energy streams from \x0B
blk:game2:22:65	\x0B empties a clip
blk:game2:22:66	\x0B hurls a handful of death
blk:game2:22:67	\x0B blasts a rocket off
blk:game2:22:68	hits \x0F 
blk:game2:22:69	 for 
blk:game2:22:70	hits \x0F 
blk:game2:22:71	\x0F 
blk:game2:22:72	 \x0Ais\x0Aare\x0A stitched full of bullets for 
blk:game2:22:73	melts into \x0F 
blk:game2:22:74	punches a hole in \x0F 
blk:game2:22:75	immolates \x0F 
blk:game2:22:76	 but fail\x0As\x0A\x0A to inflict any damage
blk:game2:22:77	 drills 
blk:game2:22:78	 blazes away at 
blk:game2:22:79	 sprays 
blk:game2:22:80	 triggers a burst at 
blk:game2:22:81	 fries 
blk:game2:22:82	 toasts 
blk:game2:22:83	 and hits for 
blk:game2:22:84	 wallop\x0As\x0A\x0A 
blk:game2:22:85	 brutally pummel\x0As\x0A\x0A 
blk:game2:22:86	 pounds 
blk:game2:22:87	 thrashes 
blk:game2:22:88	 pounces on 
blk:game2:22:89	 whomps on 
blk:game2:22:90	 and peppers \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:22:91	 and shreds \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:22:92	 spinning \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into a dance of death
blk:game2:22:93	 sending \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A to meet \x0A\x0Ehis\x0Eher\x0Eits\x0E\x0Atheir\x0A maker
blk:game2:23:1	512
blk:game2:23:2	2, 4, 8, 16, ?\x0D
blk:game2:23:3	32
blk:game2:23:4	\x0DStriiiike three.\x0D
blk:game2:23:5	\x0DThe way is now open.\x0D
blk:game2:23:6	\x0DProject Darwin researches and produces mutants to make...\x0D
blk:game2:23:7	\x0D...the shattered world safe again for all life.\x0D
blk:game2:23:8	\x0DThe researchers, led by Irwin John Finster, have created life that has adapted to the world.\x0D
blk:game2:23:9	\x0DDarwin produces only useful life in its labs.\x0D
blk:game2:23:10	\x0DDarwin was built by concerned Scientists after the nuclear war. It is the salvation of the world.\x0D
blk:game2:23:11	4, 2, 8, 4, 32, 16, ?\x0D
blk:game2:23:12	\x0DCell 2: Academic data\x0D
blk:game2:23:13	\x0DDo you wish to take the cowardly way out?\x0D
blk:game2:23:14	\x0DCell 1: General Information\x0D
blk:game2:23:15	\x0DThis is simple math, you need no help.\x0D
blk:game2:23:16	\x0D"Aargghh!" Finster screams in rage. "You will not escape traps in the future like that."\x0D
blk:game2:23:17	\x0DProject Darwin has always had research and Education as its highest priorities.\x0D
blk:game2:23:18	\x0DOnly the covert nature of the work at Darwin prevented the staff from winning a Nobel Prize for genetics.\x0D
blk:game2:23:19	\x0DOur pride has been the students we have trained. All found Darwin an experience that changed them.\x0D
blk:game2:23:20	\x0DWhat is the difference between a duck?\x0D
blk:game2:23:21	\x0DWhat is the sound of one hand clapping?\x0D
blk:game2:23:22	\x0DCogito Ergo Sum.\x0D
blk:game2:23:23	\x0DWhat is the union of one?\x0D
blk:game2:23:24	\x0D"Sugar and Spice and everything malignant."\x0D
blk:game2:23:25	\x0DEach step from birth is toward death.\x0D
blk:game2:23:26	\x0DJust because you are paranoid does not mean they are not out to get you.\x0D
blk:game2:23:27	\x0DKnow Thyself.\x0D
blk:game2:23:28	\x0DSizzling balls of rainbow hues swirl around you and tear at you. You can go no further.\x0D
blk:game2:23:29	\x0DYou feel as if your body is utterly drained of energy and you can move no further.\x0D
blk:game2:23:30	\x0D"What are you doing here? I am dead, am I not? How are you in my mind when I am dead? I must be in your mind. I am in your mind. And him. He is a friend you remember from long ago. He lurked beneath your bed."\x0D
blk:game2:23:31	\x0DYou see a signpost ahead. It says, "Danger! Unprepared rangers will not survive."\x0D
blk:game2:23:32	\x0D"Scary brute, is he not? And you could never kill him then either, could you?"\x0D
blk:game2:23:33	4, 6, 8, 12, ?\x0D
blk:game2:23:34	\x0D"Pah! I tire of you. Be gone!"\x0D
blk:game2:23:35	\x0D"WRONG! The correct answer is 20."\x0D
blk:game2:23:36	20
blk:game2:23:37	\x0D"You cheated, ha, ha, HA! Don't play tricks on me in my mind."\x0D
blk:game2:23:38	\x0D"No fair, that's out of bounds."\x0D
blk:game2:23:39	"Are you still here? This is private. Only I am allowed further."\x0D
blk:game2:23:40	\x0D"You didn't think this would be that easy, did you?"\x0D
blk:game2:23:41	FINSTER
blk:game2:23:42	\x0DAfter Finster's death, thick cobwebs clog the lifeless landscape preventing further progress.\x0D
blk:game2:23:43	\x0D"Kibbles and bits, kibbles and bits. I'm gunna carve you into kibbles and bits!"\x0D
blk:game2:23:44	\x0D"Look before you leap! I want to eat your brain!"\x0D
blk:game2:23:45	\x0D"Cue ball in the corner pocket! See, I call my shots!"\x0D
blk:game2:23:46	\x0D"This could be your big break!"\x0D
blk:game2:23:47	\x0D"I was a tad irrational back there, wasn't I? I promise it will not happen again."\x0D
blk:game2:23:48	\x0DWebs of Deceit, steel strong yet transparent, block you.\x0D
blk:game2:23:49	"Oh, I guess I lied about being rational. Mad of me, is it not? And I thought of it as a little white lie."\x0D
blk:game2:23:50	"You cannot be here. Nothing will get you beyond this point."\x0D
blk:game2:23:51	NOTHING
blk:game2:23:52	\x0D"I am a liar. I would say nothing to help you."\x0D
blk:game2:23:53	\x0D"Bet you thought that was easy, hee, hee, hee."\x0D
blk:game2:23:54	\x0D"Did you know baseball history was a passion of mine? Here, I create a dream game. Or, in your case, a nightmare."\x0D
blk:game2:23:55	\x0D"The pitcher, a shimmering hologram of Christy Matthews rears back and pitches."\x0D
blk:game2:23:56	\x0DA bat materializes in your hand and you connect with the pitch!\x0D
blk:game2:23:57	\x0DYou hit a single.\x0D
blk:game2:23:58	\x0DYou hit a double!\x0D
blk:game2:23:59	\x0DYou slam a triple!!\x0D
blk:game2:23:60	\x0DYou tag a home run!!!\x0D
blk:game2:23:61	\x0D"The runner takes a lead..."\x0D
blk:game2:23:62	\x0D"Swing and a miss."\x0D
blk:game2:23:63	\x0D"Strike 1, ha!"\x0D
blk:game2:23:64	\x0D"Strike 2, hee, hee"\x0D
blk:game2:23:65	\x0D"Yer out! To the showers with you!"\x0D
blk:game2:23:66	\x0D...and is gunned down trying to steal! You're done. Into the showers with you!\x0D
blk:game2:23:67	\x0D"...and manages to steal a base!"\x0D
blk:game2:23:68	"So, you think yourself good at baseball, eh? Then who won the 1936 world series?"\x0D
blk:game2:23:69	NEW YORK YANKEES
blk:game2:23:70	\x0DAn azure image of Joe McCarthy shakes his head and spits in the corner. "Why play you when I have Lou Gehrig?"\x0D
blk:game2:23:71	\x0DMcCarthy spits again. "OK, kid, I'll give you another chance."\x0D
blk:game2:23:72	\x0DMcCarthy frowns. "Kid, if you can't tell me why I should play you, I just won't be able to put you in."\x0D
blk:game2:23:73	\x0DSolid walls of smoky silicon hem you in. Throughout them you see the delicate lines of circuitry.\x0D
blk:game2:23:74	\x0DYou shatter the silicon wall and scatter bits of it everywhere, leaving a jagged hole in the wall.\x0D
blk:game2:23:75	\x0DThis silicon wall bends slightly under the pressure of your touch. It appears more fragile than strong.\x0D
blk:game2:23:76	\x0DFinster's voice mocks you. "Come now, you can try harder. You are a Ranger, are you not?"\x0D
blk:game2:23:77	Standing before you is an android. A voice booms from his chest. "There you are." He sounds like Finster!\x0D
blk:game2:23:78	Finster pops up in front of you and thumbs back the hammer on the largest pistol you've ever seen!\x0D
blk:game2:23:79	"I begged you to kill me, now you create us!" To your horror a pair of Finsters arise in the corners.\x0D
blk:game2:23:80	"Please, I beg of you, kill me. I cannot live insane in my own mind!" Finster looks pitiful.\x0D
blk:game2:23:81	\x0DBroken pieces of silicon crackle beneath your feet.\x0D
blk:game2:23:82	\x0DYou hear haunting mechanical laughter ring out. "Clothes make the man, eh Ranger?" You find no body!\x0D
blk:game2:23:83	\x0DAs you pick up the jug Finster's voice grates across your nerves. "Take it, Ranger, use it to catch up your blood."\x0D
blk:game2:23:84	\x0D"New games now, Ranger. I play for blood."\x0D
blk:game2:23:85	\x0DThe plastic face drips with black blood. The eyes open, the head speaks. "April 15, 1912 I killed a ship."\x0D\x0D"What am I?"\x0D
blk:game2:23:86	ICEBERG
blk:game2:23:87	\x0DYou see another signpost ahead. It says, "Last chance! There will be no turning back if you proceed much further."\x0D
blk:game2:23:88	IRWIN FINSTER
blk:game2:23:89	\x0D"I am impressed, Ranger. You have come further than anyone before you, including my creator. You are a noble foe. However, you are only human. I offer a choice. Your life for those of your comrades. West for you, east to kill them."\x0D
blk:game2:23:90	\x0DIt is done.\x0D
blk:game2:23:91	IRWIN J FINSTER
blk:game2:23:92	\x0D"Fool, I cannot be trusted! You have just doomed your friends in addition to yourself. The exits are all trapped!\x0DYou'll never leave Project Darwin alive!"\x0D
blk:game2:23:93	\x0DDamned if you 
blk:game2:23:94	do.\x0D
blk:game2:23:95	don't.\x0D
blk:game2:23:96	\x0D"You made your choice, now die with it!"\x0D
blk:game2:23:97	IRWIN J. FINSTER
blk:game2:23:98	\x0D"Look, the EEG is flat! The android won!" you hear voices say. There is worry in the voices of your friends.\x0D
blk:game2:23:99	\x0D"No, look, there is a slight wave on the scope. Come on, Ranger, fight for your life!" Hope enters the voices.\x0D
blk:game2:23:100	\x0DDoubt creeps into a voice. "The wave was probably just a jolt in the line. We're talking brain dead here."\x0D
blk:game2:23:101	\x0D"No, hey look! The signal is getting stronger. Fight, Ranger, damn you, fight it!"\x0D
blk:game2:23:102	\x0D"The wave is going flat again. The android is winning."\x0D
blk:game2:23:103	\x0D"Look, the wave is back, and is stronger than ever. Go, Ranger, go. Give it hell!"\x0D
blk:game2:23:104	\x0D"So close, but I think we're losing the battle. Damn, we can't do anything to help. Fight!"\x0D
blk:game2:23:105	\x0DFinster's voice is absolutely frantic! "No! You cannot be here still. Stay back, get out, leave!"\x0D
blk:game2:23:106	\x0DFinster curses! "Get back, leave here, begone or I will sear the flesh from your bones!"\x0D
blk:game2:23:107	\x0DThe area around you bursts into flame, but you leap clear before you can be engulfed by the conflagration.\x0D
blk:game2:23:108	\x0DThe void explodes in flame and you are caught in it before you stumble on.\x0D
blk:game2:23:109	\x0DYou notice a shiny glimmering ahead that hints at a trap so you leap over the next 10 feet and continue.\x0D
blk:game2:23:110	\x0DSESSION TERMINATED...THANK YOU\x0D
blk:game2:23:111	\x0DNothing happens here.\x0D
blk:game2:23:112	\x0DThe ceiling above you explodes in a hail of swirling razor edged steel blades. Finster's laughter echoes from the walls...\x0D
blk:game2:23:113	\x0D...and is choked off as you duck and twist your way free of the death storm!\x0D
blk:game2:23:114	\x0D...and shrieks a hideous accompaniment to the sounds of blades ripping and tearing at you.\x0D
blk:game2:23:115	Finster stands there. It is a twisted, warped and torn plassteel imitation of a man. Screaming, it charges.\x0D
blk:game2:23:116	\x0DFinster's voice is a harsh buzzing croak. "Do you hear me, Ranger? This is the end. I will finish you. I will crush you. You, too, will die!"\x0D
blk:game2:23:117	IRWIN JOHN FINSTER
blk:game2:23:118	\x0DThe android body twitches and gushes black fluid from a thousand wounds. "Use the pass well. Without it you will never get the things you need from Sleeper One. And without the weapons you will never destroy the places that spawned me or the robots that scour all life from the face of your world!" With a *CRACK* and spark, the android is dead!\x0D
blk:game2:23:119	0
blk:game2:23:120	ZERO
blk:game2:23:121	\x0DYou realize the pit in the center is not bottomless, but is a way out.\x0D
blk:game2:23:122	\x0B attacks
blk:game2:23:123	\x0B snaps a shot off
blk:game2:23:124	\x0B's gun spits lead
blk:game2:23:125	Bright energy streams from \x0B
blk:game2:23:126	\x0B empties a clip
blk:game2:23:127	\x0B hurls a handful of death
blk:game2:23:128	\x0B blasts a rocket off
blk:game2:23:129	hits \x0F 
blk:game2:23:130	 for 
blk:game2:23:131	hits \x0F 
blk:game2:23:132	\x0F 
blk:game2:23:133	 \x0Ais\x0Aare\x0A stitched full of bullets for 
blk:game2:23:134	melts into \x0F 
blk:game2:23:135	punches a hole in \x0F 
blk:game2:23:136	immolates \x0F 
blk:game2:23:137	 but fail\x0As\x0A\x0A to inflict any damage
blk:game2:23:138	 drills 
blk:game2:23:139	 blazes away at 
blk:game2:23:140	 sprays 
blk:game2:23:141	 triggers a burst at 
blk:game2:23:142	 fries 
blk:game2:23:143	 toasts 
blk:game2:23:144	 and hits for 
blk:game2:23:145	 wallop\x0As\x0A\x0A 
